,Name,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price
1790,Hyundai Verna 1.6,2014,83558,Diesel,First,698000
1791,Tata Bolt Quadrajet,2017,40000,Diesel,First,525000
1792,Hyundai EON D,2013,36000,Petrol,First,195000
1793,Audi A4 2.0,2014,21000,Diesel,First,2450000
1794,Toyota Innova 2.5,2013,62162,Diesel,First,831000
1795,Mercedes-Benz M-Class ML,2012,83000,Diesel,First,3600000
1796,Hyundai Xcent 1.1,2015,58000,Diesel,First,550000
1797,Honda Accord 2.4,2011,62332,Petrol,First,589000
1798,Volkswagen Vento 1.5,2016,50867,Diesel,First,795000
1799,Hyundai i20 Sportz,2010,73000,Petrol,First,275000
1800,Hyundai Elantra CRDi,2012,98008,Diesel,First,625000
1801,Ford Figo Diesel,2015,36000,Diesel,First,495000
1802,Hyundai i20 1.2,2019,27339,Petrol,First,627000
1803,Hyundai Verna 1.6,2017,25000,Diesel,First,865000
1804,Hyundai Grand i10,2014,37000,Petrol,First,350000
1805,Audi Q5 2.0,2015,56000,Diesel,First,3500000
1806,Maruti Swift Dzire,2015,27000,Petrol,First,445000
1807,Hyundai i20 Magna,2012,37000,Petrol,First,265000
1808,Mahindra KUV 100,2017,10500,Diesel,First,470000
1809,Hyundai Elantra 1.6,2014,49000,Diesel,First,890000
1810,Jeep Compass 2.0,2017,7000,Diesel,First,1745000
1811,Maruti Vitara Brezza,2017,71256,Diesel,First,958000
1812,Toyota Corolla Altis,2012,83184,Petrol,First,622000
1813,Mahindra XUV500 W8,2013,87284,Diesel,First,780000
1814,BMW X1 xDrive,2016,7000,Diesel,First,2775000
1815,Hyundai i20 Magna,2015,29000,Diesel,Second,700000
1816,Chevrolet Cruze LTZ,2013,64000,Diesel,Second,650000
1817,Hyundai i20 1.2,2011,82000,Petrol,Second,270000
1818,Honda Brio S,2012,70000,Petrol,Second,250000
1819,Nissan Evalia 2013,2013,166194,Diesel,First,390000
1820,Volkswagen Polo Petrol,2015,58000,Petrol,First,395000
1821,Hyundai i10 Sportz,2010,77000,Petrol,Second,210000
1822,Chevrolet Cruze LTZ,2009,73204,Diesel,Third,350000
1823,Hyundai i10 Era,2007,70000,Petrol,Second,200000
1824,Maruti Ertiga VDI,2014,79870,Diesel,First,535000
1825,Honda Amaze S,2013,90000,Diesel,First,380000
1826,Mercedes-Benz A Class,2016,17000,Petrol,First,1725000
1827,Hyundai Grand i10,2018,46493,Petrol,First,553000
1828,Hyundai i10 Sportz,2009,68000,Petrol,Third,195000
1829,Maruti Swift DDiS,2017,2000,Diesel,First,819999
1830,Honda City 1.3,1999,140000,Petrol,First,90000
1831,Toyota Innova 2.5,2013,255000,Diesel,Third,650000
1832,Mini Cooper Countryman,2014,45535,Diesel,First,1941000
1833,Fiat Linea T-Jet,2016,39228,Petrol,First,658000
1834,Chevrolet Aveo 1.4,2011,57000,Petrol,Second,210000
1835,Hyundai i10 Era,2008,85445,Petrol,Second,200000
1836,Hyundai Xcent 1.1,2015,54000,Diesel,First,370000
1837,Maruti Celerio VXI,2014,53000,Petrol,First,380000
1838,Hyundai i10 Sportz,2014,60000,Petrol,First,325000
1839,Renault Duster 85PS,2015,65668,Diesel,First,553000
1840,BMW 3 Series,2011,100000,Diesel,Second,1090000
1841,Hyundai Grand i10,2018,1800,Petrol,First,509999
1842,Hyundai Santro DX,2007,96000,Petrol,Second,220000
1843,Chevrolet Spark 1.0,2009,44200,Petrol,Second,160000
1844,Honda City i,2018,14000,Petrol,First,1125000
1845,Volkswagen Vento Diesel,2013,720000,Diesel,First,590000
1846,Toyota Fortuner 4x2,2012,73000,Diesel,First,1440000
1847,Honda City 1.5,2011,68000,Petrol,First,360000
1848,BMW 5 Series,2017,19543,Diesel,First,4050000
1849,Audi Q5 30,2014,38000,Diesel,Second,3895000
1850,Maruti Ritz LDi,2014,32805,Diesel,First,360000
1851,Volkswagen Vento 1.5,2016,44782,Diesel,First,712000
1852,Honda City i,2016,55700,Diesel,First,752000
1853,Audi A4 New,2012,60000,Diesel,Second,1035000
1854,Skoda Rapid 1.6,2014,56000,Petrol,First,700000
1855,Toyota Fortuner 3.0,2011,60000,Diesel,First,1085000
1856,Chevrolet Optra Magnum,2010,78563,Diesel,First,235000
1857,Maruti Eeco 7,2014,34669,Petrol,First,290000
1858,Maruti Ciaz ZXi,2017,17000,Petrol,First,765000
1859,Maruti Ciaz VDi,2016,66000,Diesel,First,640000
1860,Toyota Innova 2.5,2014,102418,Diesel,First,1010000
1861,Maruti Swift Dzire,2014,48800,Petrol,First,425000
1862,Toyota Innova Crysta,2019,10601,Diesel,First,1964999
1863,Tata Indica V2,2017,8200,Diesel,First,440000
1864,Hyundai i20 Magna,2012,100000,Petrol,First,325000
1865,Ford Fiesta 1.4,2012,78000,Diesel,First,280000
1866,Chevrolet Enjoy 1.3,2015,50000,Diesel,First,430000
1867,Ford Fiesta 1.4,2006,89327,Diesel,Third,155000
1868,Honda CR-V 2.4,2007,98000,Petrol,Second,470000
1869,Honda Jazz 1.2,2017,24700,Petrol,First,707000
1870,Hyundai Grand i10,2018,9434,Petrol,First,575000
1871,Maruti Ritz VXi,2012,29000,Petrol,First,325000
1872,Volkswagen Ameo 1.5,2017,22440,Diesel,First,889000
1873,Honda City i,2015,73070,Petrol,First,590000
1874,Honda Jazz 1.2,2016,21771,Petrol,First,495000
1875,Maruti Swift Ldi,2014,62000,Diesel,First,375000
1876,Hyundai Creta 1.6,2017,37024,Diesel,First,1097000
1877,Audi A7 2011-2015,2014,60336,Diesel,Second,2494000
1878,Hyundai EON D,2014,26008,Petrol,First,197000
1879,Ford Figo Diesel,2010,90000,Diesel,Second,140000
1880,Volkswagen Ameo 1.2,2018,35569,Petrol,First,727000
1881,Renault Scala Diesel,2013,40000,Diesel,First,400000
1882,Honda Jazz 1.2,2015,45000,Petrol,First,475000
1883,Hyundai i20 1.2,2015,42000,Petrol,First,509999
1884,Audi A4 3.0,2012,46913,Diesel,First,1611000
1885,Mahindra Ssangyong Rexton,2014,62000,Diesel,First,1055000
1886,Toyota Fortuner 2.8,2017,15000,Diesel,First,3000000
1887,Skoda Octavia Classic,2002,69000,Diesel,First,160000
1888,Mercedes-Benz New C-Class,2012,41367,Diesel,First,1848999
1889,Maruti Ciaz 1.4,2018,15982,Petrol,First,996000
1890,Maruti Swift ZDi,2013,99595,Diesel,Second,475000
1891,Toyota Qualis FS,2002,63000,Diesel,Third,365000
1892,BMW 5 Series,2012,49000,Diesel,Second,1550000
1893,Mitsubishi Pajero 2.8,2013,48272,Diesel,First,1182000
1894,Toyota Corolla H2,2008,63000,Petrol,First,204999
1895,Maruti Wagon R,2016,77000,CNG,First,330000
1896,Maruti Omni E,2013,11734,Petrol,First,225000
1897,Audi A6 2011-2015,2014,62012,Diesel,First,2012000
1898,Hyundai Xcent 1.2,2017,46000,CNG,First,495000
1899,Honda Jazz 1.5,2016,45449,Diesel,First,748000
1900,Mercedes-Benz E-Class 200,2004,85000,Petrol,Second,550000
1901,Honda City 1.5,2005,88000,Petrol,Second,170000
1902,Audi A4 2.0,2013,45330,Diesel,First,1319000
1903,Maruti Swift Dzire,2012,88000,Petrol,First,385000
1904,Maruti Dzire VDI,2016,45376,Diesel,First,575000
1905,Mahindra XUV500 W8,2014,81000,Diesel,First,900000
1906,Chevrolet Beat LT,2012,83381,Petrol,First,221000
1907,Ford EcoSport 1.5,2017,78526,Diesel,First,809000
1908,BMW 5 Series,2017,27313,Diesel,First,4863000
1909,Audi Q5 30,2015,42747,Diesel,Second,3947000
1910,BMW X1 sDrive,2015,42265,Diesel,Second,2224000
1911,Hyundai i10 Magna,2009,21000,Petrol,First,260000
1912,Hyundai Creta 1.6,2016,55100,Diesel,First,1200000
1913,Audi A4 2.0,2014,70000,Diesel,First,1800000
1914,Mercedes-Benz S Class,2007,55000,Petrol,Third,999000
1915,Hyundai i10 Magna,2012,58235,Petrol,First,245000
1916,Ford EcoSport 1.5,2017,26000,Diesel,First,899000
1917,Volkswagen Vento Diesel,2011,35000,Diesel,First,315000
1918,Maruti Dzire ZDI,2017,24000,Diesel,First,819999
1919,Mahindra Scorpio 1.99,2016,98000,Diesel,First,1150000
1920,Hyundai i20 Asta,2016,44487,Diesel,First,730000
1921,Maruti Alto LXi,2008,65000,Petrol,First,159000
1922,Hyundai i10 Magna,2015,34951,Petrol,Second,315000
1923,Mahindra Scorpio S6,2015,52373,Diesel,Second,850000
1924,Skoda Fabia 1.2L,2010,66285,Diesel,First,300000
1925,BMW X5 xDrive,2012,66000,Diesel,First,2100000
1926,Honda Jazz 1.5,2016,43000,Diesel,First,775000
1927,Mercedes-Benz E-Class 2009-2013,2013,45200,Diesel,First,2300000
1928,Mahindra XUV500 AT,2016,41000,Diesel,First,1375000
1929,Honda City i,2017,39430,Petrol,First,828999
1930,Maruti Swift VDI,2014,83274,Diesel,First,579000
1931,Mercedes-Benz New C-Class,2017,32324,Diesel,First,3050000
1932,Honda City 1.5,2011,49999,Petrol,First,380000
1933,Tata Sumo EX,2014,66000,Diesel,First,445000
1934,Hyundai i20 Magna,2012,54000,Petrol,First,330000
1935,Fiat Linea 1.3,2009,80000,Diesel,Second,175000
1936,Honda Civic 2006-2010,2011,72000,Petrol,Second,550000
1937,Hyundai Creta 1.6,2017,44865,Diesel,First,1335000
1938,Audi A3 35,2017,22000,Diesel,Second,2250000
1939,Hyundai Verna VTVT,2013,57478,Petrol,Second,525000
1940,Hyundai i20 1.4,2011,75000,Diesel,First,375000
1941,Honda Mobilio S,2015,50624,Diesel,First,632000
1942,Hyundai Verna 1.6,2018,75000,Diesel,First,775000
1943,Ford Fiesta 1.6,2006,87000,Petrol,Second,137000
1944,Hyundai i10 Sportz,2010,62000,Petrol,First,210000
1945,Maruti Vitara Brezza,2016,41372,Diesel,First,930000
1946,Toyota Innova 2.5,2015,70000,Diesel,First,1200000
1947,Mercedes-Benz GLA Class,2017,35000,Diesel,First,2350000
1948,Maruti Alto LXi,2006,71993,Petrol,First,180000
1949,Mercedes-Benz New C-Class,2013,62000,Diesel,Second,1250000
1950,Maruti Swift LDI,2015,51000,Diesel,First,474000
1951,Hyundai Grand i10,2016,26038,Petrol,First,543000
1952,Toyota Fortuner 4x4,2018,37713,Diesel,Second,3162000
1953,Toyota Innova 2.0,2011,78088,Petrol,First,630000
1954,Ford EcoSport 1.5,2017,30453,Diesel,First,844999
1955,Ford Figo 1.2P,2016,54000,Petrol,First,500000
1956,Toyota Fortuner 3.0,2011,190000,Diesel,First,1300000
1957,Maruti Swift Dzire,2012,65097,Petrol,First,470000
1958,Skoda Superb 1.8,2012,282000,Petrol,First,330000
1959,Maruti Wagon R,2009,111000,Petrol,Second,151000
1960,Renault Duster 110PS,2013,63295,Diesel,First,609000
1961,Maruti Ciaz VXi,2015,35770,Petrol,First,595000
1962,Hyundai Elantra CRDi,2012,125928,Diesel,First,900000
1963,Skoda Rapid 1.5,2015,45000,Diesel,First,425000
1964,Mercedes-Benz New C-Class,2013,21000,Diesel,First,2350000
1965,Honda Accord 2.4,2011,54774,Petrol,First,635000
1966,Maruti Celerio VXI,2014,41123,Petrol,First,340000
1967,BMW 3 Series,2014,48000,Diesel,First,2160000
1968,Volkswagen Vento Diesel,2011,173000,Diesel,First,400000
1969,Maruti Swift Dzire,2018,12000,Diesel,First,550000
1970,Land Rover Freelander,2012,34000,Diesel,First,1925000
1971,Hyundai i20 1.4,2012,71360,Diesel,First,395000
1972,Maruti Dzire VDI,2012,74000,Diesel,Second,425000
1973,Jeep Compass 2.0,2018,28937,Diesel,First,1702000
1974,Maruti Ertiga VDI,2012,82085,Diesel,First,650000
1975,Ford Figo Petrol,2011,68465,Petrol,First,295000
1976,Toyota Corolla Altis,2013,63854,Diesel,First,712000
1977,Maruti Vitara Brezza,2018,3000,Diesel,First,1125000
1978,Honda City 1.5,2009,65055,Petrol,First,275000
1979,Mahindra Scorpio S10,2015,120000,Diesel,First,1200000
1980,Hyundai Xcent 1.2,2014,64241,Petrol,First,367000
1981,Mercedes-Benz E-Class 220,2001,121000,Diesel,First,500000
1982,Mahindra Renault Logan,2008,2200,Petrol,First,229999
1983,Skoda Octavia 1.9,2008,88123,Diesel,First,220000
1984,Mercedes-Benz GL-Class 2007,2014,79000,Diesel,First,4100000
1985,BMW X1 sDrive,2016,28143,Diesel,First,2850000
1986,Volkswagen Vento 2013-2015,2015,23001,Petrol,First,549000
1987,Audi A4 2.0,2013,82002,Diesel,Second,1750000
1988,Ford Ikon 1.4,2009,75000,Diesel,First,199000
1989,Hyundai Verna 1.6,2016,37451,Diesel,First,664000
1990,Toyota Innova Crysta,2017,67000,Diesel,First,1650000
1991,Hyundai Grand i10,2016,25000,Petrol,First,500000
1992,Volkswagen Ameo 1.2,2017,12000,Petrol,First,540000
1993,Renault KWID RXT,2017,25000,Petrol,First,299000
1994,Honda City 1.5,2011,95936,Petrol,First,409999
1995,Hyundai Grand i10,2018,5354,Petrol,First,676000
1996,Volkswagen Polo 1.0,2016,42000,Petrol,Second,550000
1997,Maruti Swift VDI,2014,44282,Diesel,First,599000
1998,Nissan Sunny 2011-2014,2012,70000,Diesel,First,259000
1999,Jaguar XF 2.2,2013,31400,Diesel,First,2675000
2000,Maruti Ciaz ZDi,2016,50000,Diesel,First,850000
2001,Audi Q5 2008-2012,2011,53000,Diesel,First,2300000
2002,Ford Figo Petrol,2014,21727,Petrol,First,335000
2003,Hyundai Santa Fe,2012,43000,Diesel,Second,1075000
2004,Mahindra Scorpio VLX,2013,75000,Diesel,First,629000
2005,Renault Duster 110PS,2014,73557,Diesel,First,775000
2006,Audi A4 New,2012,44555,Diesel,First,1350000
2007,Maruti Eeco 7,2013,54885,Petrol,First,375000
2008,Mahindra Xylo E4,2011,76000,Diesel,Second,375000
2009,Maruti Wagon R,2006,101000,Petrol,Second,150000
2010,Maruti Wagon R,2005,66000,Petrol,First,145000
2011,Maruti SX4 ZXI,2013,84360,Petrol,First,412000
2012,Toyota Innova Crysta,2016,25121,Diesel,First,1711000
2013,Toyota Innova 2.5,2015,100000,Diesel,Second,1025000
2014,Volkswagen Polo Diesel,2011,66035,Diesel,First,249000
2015,Toyota Etios G,2015,190000,Petrol,Second,385000
2016,Ford Ecosport 1.5,2014,85670,Diesel,First,625000
2017,Hyundai Grand i10,2015,35000,Diesel,First,488000
2018,Honda City i,2016,8000,Petrol,First,944999
2019,Toyota Innova 2.5,2007,162000,Diesel,Second,480000
2020,Hyundai EON Era,2012,60000,Petrol,First,199000
2021,Hyundai i10 Magna,2010,70600,Petrol,First,280000
2022,Mercedes-Benz E-Class 2009-2013,2011,25000,Petrol,Second,2200000
2023,Mahindra Bolero SLE,2012,75000,Diesel,First,430000
2024,Skoda Laura Ambition,2014,85071,Diesel,First,975000
2025,Maruti Swift ZXI,2015,40000,Petrol,First,590000
2026,Audi A4 2.0,2013,67000,Diesel,First,1450000
2027,Ford Fiesta 1.4,2009,55000,Diesel,Second,240000
2028,Maruti SX4 Vxi,2008,62000,Petrol,Second,211000
2029,Hyundai Grand i10,2017,22526,Petrol,First,760000
2030,Maruti Ritz AT,2012,57788,Petrol,First,360000
2031,Mahindra Scorpio 2.6,2013,72000,Diesel,First,600000
2032,Mahindra Scorpio S4,2014,83128,Diesel,First,745000
2033,Maruti Alto LXi,2011,75000,Petrol,First,210000
2034,Renault Duster 110PS,2013,58000,Diesel,Second,520000
2035,Mahindra Jeep MM,2009,26000,Diesel,First,699000
2036,Maruti Ignis 1.2,2017,1000,Petrol,First,636000
2037,Toyota Innova 2.5,2015,59751,Diesel,First,1162000
2038,BMW 7 Series,2015,29966,Diesel,Second,4360000
2039,Hyundai Sonata Embera,2009,65000,Diesel,Second,490000
2040,Renault Duster Adventure,2015,75863,Diesel,First,670000
2041,Maruti Wagon R,2013,54000,CNG,First,305000
2042,Audi A4 2.0,2014,24000,Diesel,First,2500000
2043,Jeep Compass 2.0,2018,33218,Diesel,First,1905000
2044,Hyundai Verna 1.4,2015,33425,Petrol,First,450000
2045,Honda Amaze VX,2013,47000,Petrol,First,415000
2046,Hyundai Creta 1.6,2015,41000,Diesel,First,1190000
2047,Hyundai i10 Magna,2011,62000,Petrol,First,210000
2048,Mahindra TUV 300,2016,47035,Diesel,First,695000
2049,Maruti Swift Dzire,2008,56230,Petrol,Second,240000
2050,Hyundai Accent GLE,2007,55000,Petrol,First,265000
2051,Mahindra XUV500 W8,2014,70669,Diesel,First,900000
2052,Maruti Alto K10,2012,69000,Petrol,First,210000
2053,Chevrolet Beat LT,2011,65000,Petrol,Second,250000
2054,Audi A6 2.7,2009,30000,Diesel,First,894999
2055,Mini Cooper 5,2017,2000,Diesel,First,3400000
2056,Maruti Swift 1.3,2011,24255,Petrol,First,315000
2057,Tata Zest Revotron,2015,40000,Petrol,First,400000
2058,Honda City i,2014,40000,Diesel,First,445000
2059,Chevrolet Beat LT,2010,26000,Petrol,First,150000
2060,Audi A4 2.0,2011,105000,Diesel,Second,1450000
2061,Ford Aspire Titanium,2015,2800,Diesel,First,841000
2062,Hyundai Verna SX,2014,71000,Diesel,Second,545000
2063,Honda City i,2015,32896,Petrol,First,890000
2064,Hyundai i10 Sportz,2012,45000,Petrol,First,365000
2065,BMW X3 xDrive20d,2015,65000,Diesel,Second,2900000
2066,Audi A4 2.0,2013,45200,Diesel,First,1350000
2067,Honda CR-V 2.4,2008,82167,Petrol,First,540000
2068,Hyundai Grand i10,2016,37429,Petrol,First,589000
2069,Maruti Ciaz ZDi,2016,46000,Diesel,First,844999
2070,Honda City i-VTEC,2011,67031,Petrol,First,400000
2071,BMW 6 Series,2013,30000,Diesel,First,4500000
2072,Maruti Celerio VXI,2016,47691,Petrol,First,394000
2073,Renault Koleos 2.0,2011,32531,Diesel,Second,800000
2074,Ford Figo Diesel,2013,71336,Diesel,First,409999
2075,Toyota Innova 2.5,2006,196000,Diesel,First,625000
2076,Maruti Dzire VDI,2015,28193,Diesel,First,525000
2077,Hyundai Santro LP,2004,52146,Petrol,First,193000
2078,Mercedes-Benz E-Class E,2013,85000,Diesel,First,2100000
2079,Hyundai Grand i10,2015,20780,Petrol,First,430000
2080,Honda Mobilio S,2014,43081,Petrol,First,525000
2081,Porsche Cayenne Turbo,2010,35000,Petrol,Second,3200000
2082,Mahindra Quanto C8,2013,36000,Diesel,First,390000
2083,Toyota Corolla H5,2007,67000,Petrol,Third,220000
2084,Mahindra KUV 100,2016,34079,Diesel,First,370000
2085,BMW 3 Series,2010,77849,Petrol,Second,1127000
2086,Maruti Alto 800,2013,86000,Petrol,First,241000
2087,Audi Q3 35,2015,110000,Diesel,First,1900000
2088,Toyota Etios GD,2015,116000,Diesel,Second,580000
2089,Mahindra XUV500 W8,2016,41840,Diesel,First,1352000
2090,Toyota Fortuner 4x2,2015,19317,Diesel,First,2450000
2091,Tata Indigo CS,2014,41000,CNG,First,325000
2092,Mercedes-Benz GLE 250d,2017,25601,Diesel,First,5673000
2093,Hyundai Creta 1.6,2015,83950,Diesel,First,994999
2094,Honda City 1.5,2012,60000,Petrol,First,550000
2095,Audi A4 35,2015,50000,Diesel,First,2500000
2096,Maruti Zen VXI,2009,37000,Petrol,First,100000
2097,Maruti Alto LXi,2011,76976,Petrol,Second,215000
2098,Maruti Baleno Delta,2018,21684,Petrol,First,789000
2099,Mahindra XUV500 W10,2015,62000,Diesel,First,1025000
2100,Ford Freestyle Titanium,2007,1261,Petrol,First,600000
2101,Hyundai Elite i20,2017,59450,Petrol,First,753000
2102,Mercedes-Benz New C-Class,2018,24465,Diesel,First,3945000
2103,Honda City i,2014,55000,Petrol,First,584000
2104,Ford EcoSport 1.5,2017,2000,Petrol,First,865000
2105,Maruti Baleno Alpha,2017,25040,Petrol,First,774000
2106,Hyundai i10 Sportz,2008,84000,Petrol,First,250000
2107,Toyota Innova 2.5,2007,170428,Diesel,Second,570000
2108,Maruti Baleno Delta,2016,12573,Petrol,First,580000
2109,Audi Q7 3.0,2012,88000,Diesel,First,3650000
2110,Hyundai Santa Fe,2012,86000,Diesel,Second,950000
2111,Hyundai Santro GLS,2012,51019,Petrol,First,348000
2112,Honda City 1.5,2013,45000,Petrol,First,455000
2113,Hyundai i20 1.4,2012,51000,Diesel,First,390000
2114,Mahindra Bolero SLE,2007,92000,Diesel,First,270000
2115,Toyota Fortuner 2.8,2017,29000,Diesel,First,3100000
2116,BMW 3 Series,2009,70521,Petrol,Second,1030000
2117,BMW 3 Series,2010,51000,Diesel,First,775000
2118,Maruti Wagon R,2012,52618,Petrol,First,320000
2119,Maruti Ertiga ZDI,2013,68000,Diesel,First,484999
2120,Land Rover Range,2016,29022,Diesel,Second,3408000
2121,Maruti Ertiga SHVS,2017,80000,Diesel,First,810000
2122,Tata Indigo CS,2016,78000,Diesel,Second,235000
2123,Maruti Alto K10,2012,100000,Petrol,First,180000
2124,Hyundai EON D,2015,31412,Petrol,First,342000
2125,Ford Endeavour 3.0L,2010,78000,Diesel,Second,534000
2126,Ford Endeavour 2.2,2018,14000,Diesel,First,3199000
2127,Volkswagen Vento Diesel,2011,80000,Diesel,First,475000
2128,Maruti Ciaz AT,2014,46738,Petrol,First,610000
2129,Hyundai EON D,2013,54884,Petrol,Second,369000
2130,Audi Q5 2.0,2012,74500,Diesel,Second,1500000
2131,Mahindra XUV500 W10,2016,67472,Diesel,First,1450000
2132,Maruti Swift VDI,2013,84000,Diesel,First,565000
2133,Maruti Ritz VDi,2011,77400,Diesel,First,250000
2134,Mercedes-Benz New C-Class,2017,14470,Diesel,First,3850000
2135,Renault Duster 110PS,2014,52108,Diesel,First,549000
2136,Maruti Swift Dzire,2013,40000,Petrol,First,355000
2137,Toyota Innova 2.5,2014,105044,Diesel,First,1075000
2138,Hyundai Creta 1.6,2016,24347,Petrol,First,1100000
2139,Maruti SX4 ZDI,2014,58000,Diesel,First,450000
2140,Mahindra XUV500 W8,2014,49663,Diesel,First,842000
2141,Honda City i-VTEC,2017,17000,Petrol,First,1160000
2142,Jaguar XF 2.2,2016,13418,Diesel,First,3363000
2143,Ford Fiesta 1.4,2008,117080,Diesel,Third,225000
2144,BMW 5 Series,2010,74000,Petrol,First,1295000
2145,Maruti Swift VDI,2010,86514,Diesel,First,425000
2146,Audi A6 2011-2015,2014,66882,Diesel,First,2502000
2147,Honda Brio 1.2,2014,41460,Petrol,First,395000
2148,Honda City 1.5,2011,57000,Petrol,First,440000
2149,Volkswagen Polo Petrol,2015,34010,Petrol,Third,495000
2150,Mahindra Scorpio SLE,2010,96813,Diesel,Second,550000
2151,Honda City V,2011,84000,Petrol,First,325000
2152,Skoda Rapid 1.6,2013,50004,Petrol,First,401999
2153,Mahindra XUV500 W6,2016,67995,Diesel,First,1173000
2154,Volkswagen Jetta 2007-2011,2012,55000,Diesel,First,950000
2155,Maruti Baleno Alpha,2017,14900,Petrol,First,860000
2156,Honda Amaze EX,2013,70961,Diesel,First,400000
2157,Volkswagen Vento 1.6,2015,40194,Petrol,First,555000
2158,Maruti Alto 800,2015,96000,Petrol,First,250000
2159,Land Rover Discovery,2017,35000,Diesel,First,4160000
2160,Honda City i,2015,50000,Petrol,First,741000
2161,Nissan Terrano XL,2014,50000,Diesel,First,650000
2162,Maruti Alto LXi,2008,26299,Petrol,First,120000
2163,Toyota Fortuner 2.8,2015,150386,Diesel,First,2300000
2164,Hyundai i20 1.4,2012,60000,Diesel,First,274000
2165,Ford Figo Diesel,2013,65000,Diesel,First,390000
2166,Maruti Vitara Brezza,2017,80000,Diesel,First,800000
2167,Hyundai Verna 1.6,2012,92000,Diesel,Third,400000
2168,Hyundai Tucson 2.0,2016,13000,Petrol,First,1775000
2169,Maruti Ritz VDi,2013,73278,Diesel,First,505000
2170,Audi A4 2.0,2011,38000,Petrol,First,1200000
2171,Mercedes-Benz E-Class E250,2016,46936,Diesel,First,2960000
2172,Renault Duster 85PS,2015,55000,Diesel,First,650000
